Master,Special,CC,Code,Country,Year,Pop,GDPcoL,GDPcoP,GDPcoU,HCEcoL,HCEcoP,HCEcoU,GDPcuL,GDPcuP,GDPcuU,HCEcuL,HCEcuP,HCEcuU,Defl,DiffDefl,XR,RXR,Cont,Reg,TelluReg,EU
1,0,NGA_2012,NGA,Nigeria,2012,167228794,8.18E+13,,4.25E+11,6.20E+13,,3.22E+11,7.24E+13,,4.59E+11,4.33E+13,,2.75E+11,0.884917805,0.925839828,157.4994258,170.1151981,Africa,Africa,SSA,0
0,3,MKD_2012,MKD,North Macedonia,2012,2074278,3353696853,,3719473765,2708338770,,3003728555,3181500000,,4087788971,2632400000,,3382271157,0.948654616,0.992524076,0.778293601,0.784155891,Europe,S Europe,Europe & C Asia,0
1,0,NOR_2012,NOR,Norway,2012,5013709,2.96E+12,,3.67E+11,1.26E+12,,1.56E+11,2.96E+12,,5.10E+11,1.18E+12,,2.02E+11,1.000831648,1.047113976,5.8175,5.555746683,Europe,N Europe,Europe & C Asia,0
1,0,OMN_2012,OMN,Oman,2012,3498029,23571178924,,61303456238,9143858258,,23781165819,29418502545,,76511059935,8669183041,,22546639899,1.248070902,1.305786531,0.3845,0.294458544,Asia,W Asia,MENA,0
1,0,PAK_2012,PAK,Pakistan,2012,187280129,2.40E+13,,2.33E+11,1.97E+13,,1.92E+11,2.00E+13,,2.15E+11,1.65E+13,,1.77E+11,0.836007156,0.874667362,93.39519722,106.7779607,Asia,S Asia,S Asia,0
0,0,PLW_2012,PLW,Palau,2012,17640,247541203,,247541203,170050814,,170050814,211103344,,211103344,155226584,,155226584,0.852800833,0.892237643,1,1.12077764,Oceania,Oceania,SE Asia & Pacific,0
9,0,PSE_2012,PSE,Palestine,2012,4241573,12886900000,,12886900000,11934600000,,11934600000,12208400000,,12208400000,10838500000,,10838500000,0.947349634,0.991158747,1,1.008920118,Asia,W Asia,MENA,0
1,0,PAN_2012,PAN,Panama,2012,3770626,45547553926,,45547553926,23444662386,,23444662386,40429734384,,40429734384,21481000000,,21481000000,0.887637884,0.928685695,1,1.076790572,N America,Latam & Carib,Latam & Carib,0
1,0,PNG_2012,PNG,Papua New Guinea,2012,7631001,47865788368,,17289982174,34886816356,,12601744450,44371635612,,21295165207,36011526838,,17282919658,0.92700104,0.969869156,2.083648339,2.148380868,Oceania,Oceania,SE Asia & Pacific,0
1,0,PRY_2012,PRY,Paraguay,2012,6421513,1.61E+14,,30859464843,1.07E+14,,20475843165,1.47E+14,,33283228891,9.73E+13,,21987884457,0.916914868,0.95931656,4424.9175,4612.572832,S America,Latam & Carib,Latam & Carib,0
1,0,PER_2012,PER,Peru,2012,29506788,5.40E+11,,1.70E+11,3.44E+11,,1.08E+11,5.08E+11,,1.93E+11,3.16E+11,,1.20E+11,0.940729389,0.984232356,2.637586418,2.679841198,S America,Latam & Carib,Latam & Carib,0
1,0,PHL_2012,PHL,Philippines,2012,97212643,1.11E+13,,2.43E+11,8.29E+12,,1.82E+11,1.06E+13,,2.50E+11,7.84E+12,,1.86E+11,0.955566008,0.999755078,42.22879473,42.23914002,Asia,SE Asia,SE Asia & Pacific,0
1,0,POL_2012,POL,Poland,2012,38227044,1.65E+12,,4.38E+11,9.90E+11,,2.63E+11,1.62E+12,,4.99E+11,9.97E+11,,3.06E+11,0.98221721,1.027638735,3.256541667,3.16895574,Europe,E Europe,Europe & C Asia,1
1,0,PRT_2012,PRT,Portugal,2012,10526308,1.77E+11,,1.96E+11,1.14E+11,,1.26E+11,1.68E+11,,2.16E+11,1.12E+11,,1.44E+11,0.951936417,0.995957641,0.778293601,0.781452513,Europe,S Europe,Europe & C Asia,1
1,0,PRI_2012,PRI,Puerto Rico,2012,3536572,1.06E+11,,1.06E+11,64250780125,,64250780125,1.02E+11,,1.02E+11,60897000000,,60897000000,0.957653846,1.001939465,1,0.998064289,N America,Latam & Carib,Latam & Carib,0
1,0,QAT_2012,QAT,Qatar,2012,2196073,5.23E+11,,1.44E+11,1.04E+11,,28499754472,6.80E+11,,1.87E+11,91189487786,,25052057084,1.299950769,1.360065523,3.64,2.676341645,Asia,W Asia,MENA,0
1,0,ROU_2012,ROU,Romania,2012,20227469,6.41E+11,,1.60E+11,3.95E+11,,98704117812,5.94E+11,,1.71E+11,3.78E+11,,1.09E+11,0.926453745,0.969296551,3.4682,3.578058744,Europe,E Europe,Europe & C Asia,1
1,3,RUS_2012,RUS,Russia,2012,143993892,8.29E+13,,1.36E+12,4.45E+13,,7.31E+11,6.82E+13,,2.21E+12,3.47E+13,,1.13E+12,0.822676118,0.860719846,30.83983135,35.83027801,Europe,E Europe,Europe & C Asia,0
1,0,RWA_2012,RWA,Rwanda,2012,10549673,5.08E+12,,7050660879,4.00E+12,,5547306570,4.70E+12,,7655929008,3.78E+12,,6159905457,0.925177113,0.967960883,614.2951424,634.628065,Africa,Africa,SSA,0
0,0,KNA_2012,KNA,Saint Kitts and Nevis,2012,49887,2202560237,,815763050.7,1554246371,,575646804.1,2161120000,,800414814.8,1525003885,,564816253.7,0.981185424,1.026559235,2.7,2.630145351,N America,Latam & Carib,Latam & Carib,0
0,0,LCA_2012,LCA,Saint Lucia,2012,176646,4911405972,,1819039249,3557521984,,1317600735,4333900000,,1605148148,3139211992,,1162671108,0.882415346,0.923221646,2.7,2.92454148,N America,Latam & Carib,Latam & Carib,0
0,0,VCT_2012,VCT,Saint Vincent and the Grenadines,2012,108435,1952912696,,723300998.5,1530570472,,566877952.7,1870960000,,692948148.1,1501100000,,555962963,0.958035658,1.002338934,2.7,2.693699613,N America,Latam & Carib,Latam & Carib,0
0,0,WSM_2012,WSM,Samoa,2012,189089,1825648189,,712900522.2,1701617992,,664467755.8,1731637298,,755410841,1613993978,,704090024.9,0.948505472,0.992368036,2.29231195,2.30994134,Oceania,Oceania,SE Asia & Pacific,0
0,0,SMR_2012,SMR,San Marino,2012,32105,1420178628,,1575072936,555589783.8,,616186171.8,1401400000,,1800605835,534800000,,687144284.7,0.986777278,1.032409677,0.778293601,0.753861203,Europe,S Europe,Europe & C Asia,0
0,0,STP_2012,STP,Sao Tome and Principe,2012,188404,6058268029,,274245869.7,5249561496,,237637316.6,4815930436,,252560581.4,3874530351,,203190982.8,0.794935188,0.831696068,19.06841681,22.92714557,Africa,Africa,SSA,0
1,0,SAU_2012,SAU,Saudi Arabia,2012,29154900,2.21E+12,,5.90E+11,8.45E+11,,2.25E+11,2.76E+12,,7.36E+11,7.85E+11,,2.09E+11,1.246609802,1.304257863,3.75,2.875198307,Asia,W Asia,MENA,0
1,0,SEN_2012,SEN,Senegal,2012,13401992,9.14E+12,,15448282993,6.79E+12,,11484270519,9.39E+12,,18395462069,6.82E+12,,13359831483,1.02748995,1.075005062,510.5271359,474.9067276,Africa,Africa,SSA,0
1,3,SRB_2012,SRB,Serbia,2012,7201497,4.19E+12,,38468835419,3.18E+12,,29237921477,3.81E+12,,43309252921,2.88E+12,,32714897588,0.910223489,0.952315746,87.9733,92.37828986,Europe,S Europe,Europe & C Asia,0
0,0,SYC_2012,SYC,Seychelles,2012,92603,15774241079,,1184792695,8496562965,,638171160.3,14519372711,,1059496471,7981000000,,582383378.6,0.920448257,0.963013347,13.70403121,14.23036478,Africa,Africa,SSA,0
1,0,SLE_2012,SLE,Sierra Leone,2012,6712584,2.15E+13,,4233051171,2.00E+13,,3940725966,1.65E+13,,3801862575,1.48E+13,,3413534722,0.767907474,0.803418488,4344.037642,5406.942594,Africa,Africa,SSA,0
1,0,SGP_2012,SGP,Singapore,2012,5369476,3.77E+11,,2.74E+11,1.40E+11,,1.02E+11,3.69E+11,,2.95E+11,1.38E+11,,1.10E+11,0.977325196,1.022520495,1.249676204,1.22215272,Asia,SE Asia,SE Asia & Pacific,0
0,1,SXM_2012,SXM,Sint Maarten,2012,36241,1845675563,,1031103667,1026672248,,573559915.2,1764662655,,985845058.7,1050907833,,587099348,0.956106637,1.000320707,1.79,1.789426118,N America,Latam & Carib,Latam & Carib,0
1,1,SVK_2012,SVK,Slovakia,2012,5414889,73653742000,,81686918373,41665787000,,46210140167,73575776000,,94534730681,41202554000,,52939602645,0.998941452,1.045136371,0.778293601,0.744681386,Europe,E Europe,Europe & C Asia,1
1,3,SVN_2012,SVN,Slovenia,2012,2057823,37373306606,,41449492764,21068464515,,23366334070,36253272000,,46580457470,20840769000,,26777515532,0.970031161,1.014889156,0.778293601,0.766875473,Europe,S Europe,Europe & C Asia,1
0,0,SLB_2012,SLB,Solomon Islands,2012,556063,7852352506,,992123951.9,4905859199,,619842322.7,7177800000,,975880631.6,4197200000,,570643677.3,0.914095488,0.956366801,7.355202847,7.690776005,Oceania,Oceania,Europe & C Asia,0
9,0,SOM_2012,SOM,Somalia,2012,12715503,2.96E+13,,1331375415,2.14E+13,,963427789.2,3.42E+13,,1519541639,2.49E+13,,1103837257,1.154757083,1.208157519,22516.0003,18636.64294,Africa,Africa,SSA,0
1,0,ZAF_2012,ZAF,South Africa,2012,52832658,3.83E+12,,3.01E+11,2.31E+12,,1.81E+11,3.25E+12,,3.96E+11,1.98E+12,,2.42E+11,0.848629546,0.88787346,8.209968627,9.246777828,Africa,Africa,SSA,0
9,1,SSD_2012,SSD,South Sudan,2012,10113649,14827991373,,3626083305,46502031281,,11371751915,26205502164,,8883221073,29932648210,,10146660410,1.767299529,1.849026298,2.95,1.595434312,Africa,Africa,SSA,0
1,0,ESP_2012,ESP,Spain,2012,47063060,1.04E+12,,1.15E+12,6.20E+11,,6.88E+11,1.03E+12,,1.32E+12,6.14E+11,,7.89E+11,0.992844694,1.038757675,0.778293601,0.749254249,Europe,S Europe,Europe & C Asia,1
1,0,LKA_2012,LKA,Sri Lanka,2012,20532600,9.61E+12,,70730483027,6.14E+12,,45194568201,8.73E+12,,68434431855,5.69E+12,,44604736816,0.908758296,0.950782797,127.6033535,134.2087319,Asia,S Asia,S Asia,0
1,1,SDN_2012,SDN,Sudan,2012,36193783,4.25E+11,,70590182101,3.60E+11,,59730953102,2.23E+11,,62286732516,1.84E+11,,51399992039,0.523201937,0.547396819,3.572958333,6.527181394,Africa,Africa,MENA,0
0,0,SUR_2012,SUR,Suriname,2012,541245,16411407570,,4803338801,6030775649,,1765105068,16433675000,,4979901515,6038958365,,1829987383,1.001356826,1.047663441,3.3,3.149866523,S America,Latam & Carib,Latam & Carib,0
1,0,SWE_2012,SWE,Sweden,2012,9542812,3.93E+12,,4.65E+11,1.80E+12,,2.14E+11,3.74E+12,,5.52E+11,1.75E+12,,2.59E+11,0.953595147,0.997693077,6.775015833,6.790681414,Europe,N Europe,Europe & C Asia,1
1,0,CHE_2012,CHE,Switzerland,2012,8008012,6.37E+11,,6.62E+11,3.34E+11,,3.47E+11,6.49E+11,,6.92E+11,3.40E+11,,3.63E+11,1.018437072,1.065533543,0.937684481,0.880014042,Europe,W Europe,Europe & C Asia,0
9,0,SYR_2012,SYR,Syria,2012,20438856,7.67E+12,,32347877728,3.71E+12,,15639457616,3.02E+12,,46838060828,1.81E+12,,28027871831,0.394507232,0.412750773,64.58083333,156.4644759,Asia,W Asia,MENA,0
1,4,TWN_2012,TWN,Taiwan,2012,23270367,1.57E+13,,4.91E+11,8.03E+12,,2.52E+11,1.47E+13,,4.96E+11,8.02E+12,,2.71E+11,0.937144594,0.980481787,29.62,30.20963815,Asia,E Asia,E Asia,0
1,3,TJK_2012,TJK,Tajikistan,2012,7874835,39858240970,,6467221558,42218933694,,6850257098,36163100000,,7633036366,36403700000,,7683820412,0.907292924,0.94924966,4.737708333,4.991003456,Asia,C Asia,Europe & C Asia,0
1,2,TZA_2012,TZA,Tanzania,2012,47053030,8.00E+13,,40162317987,5.29E+13,,26561979847,6.39E+13,,40379782996,4.34E+13,,26748705277,0.799227387,0.836186755,1583.002787,1893.121098,Africa,Africa,SSA,0
1,0,THA_2012,THA,Thailand,2012,67835962,1.29E+13,,3.75E+11,6.74E+12,,1.97E+11,1.24E+13,,3.98E+11,6.54E+12,,2.11E+11,0.961617474,1.006086387,31.08309167,30.89505241,Asia,SE Asia,SE Asia & Pacific,0
0,1,TLS_2012,TLS,Timor-Leste,2012,1132994,1452431632,,1452431632,1452431632,,1452431632,1147780083,,1147780083,800113083,,800113083,0.790247236,0.826791327,1,1.209495029,Asia,SE Asia,SE Asia & Pacific,0
1,0,TGO_2012,TGO,Togo,2012,6773809,2.30E+12,,3879422746,1.76E+12,,2977684198,2.18E+12,,4274977329,1.71E+12,,3351832414,0.950853931,0.994825096,510.5271359,513.1828076,Africa,Africa,SSA,0
0,0,TON_2012,TON,Tonga,2012,102737,820141761.9,,389474818.2,745126567.5,,353851063.2,797813310,,463977932.4,711284533,,413656080.7,0.972774887,1.017759763,1.719507016,1.689501864,Oceania,Oceania,SE Asia & Pacific,0
0,0,TTO_2012,TTO,Trinidad and Tobago,2012,1344819,1.55E+11,,24280139780,92610594092,,14521590151,1.66E+11,,25763212543,79060248477,,12296288388,1.069760292,1.119230148,6.429602656,5.744665355,N America,Latam & Carib,Latam & Carib,0
1,0,TUN_2012,TUN,Tunisia,2012,10847002,79142323291,,40345286837,54635615325,,27852222176,70354440000,,45044378878,46979400000,,30078526573,0.888961014,0.930070012,1.561891667,1.679326983,Africa,Africa,SSA,0
1,0,TUR_2012,TUR,Turkey,2012,74651050,1.95E+12,,7.16E+11,1.21E+12,,4.44E+11,1.58E+12,,8.81E+11,9.79E+11,,5.45E+11,0.812430895,0.850000843,1.796000944,2.112940191,Asia,W Asia,Europe & C Asia,0
1,3,TKM_2012,TKM,Turkmenistan,2012,5267900,96827373637,,27859682104,14599525798,,4200652484,1.00E+11,,35164280702,15110790900,,5302031895,1.035019295,1.082882593,2.85,2.631864266,Asia,C Asia,Europe & C Asia,0
0,0,TCA_2012,TCA,Turks and Caicos Islands,2012,34066,771306762.9,,771306762.9,358438786.5,,358438786.5,715722768,,715722768,332608000,,332608000,0.927935294,0.970846613,1,1.030028829,N America,Latam & Carib,Latam & Carib,0
0,0,TUV_2012,TUV,Tuvalu,2012,10739,40225657.68,,30220082.6,54179535.66,,40703126.74,35928935,,37201176.91,48392323,,50105892.89,0.893184526,0.934488835,0.965801031,1.033507297,Oceania,Oceania,SE Asia & Pacific,0
1,0,UGA_2012,UGA,Uganda,2012,34558704,7.03E+13,,21689576636,5.33E+13,,16449836191,6.12E+13,,24445697397,4.59E+13,,18313349173,0.871067511,0.911349043,2504.563078,2748.193017,Africa,Africa,SSA,0
1,3,UKR_2012,UKR,Ukraine,2012,45453806,2.36E+12,,1.08E+11,1.70E+12,,78035531196,1.40E+12,,1.76E+11,9.59E+11,,1.20E+11,0.595424234,0.622958955,7.991029333,12.82753747,Europe,E Europe,Europe & C Asia,0
1,0,ARE_2012,ARE,United Arab Emirates,2012,9141596,1.14E+12,,3.11E+11,4.87E+11,,1.33E+11,1.38E+12,,3.75E+11,4.42E+11,,1.20E+11,1.20438767,1.260083217,3.6725,2.914490052,Asia,W Asia,MENA,0
1,0,GBR_2012,GBR,United Kingdom,2012,64525312,1.78E+12,,2.73E+12,1.14E+12,,1.74E+12,1.71E+12,,2.70E+12,1.10E+12,,1.74E+12,0.959441757,1.003810057,0.633046989,0.630644199,Europe,N Europe,Europe & C Asia,0
1,0,USA_2012,USA,United States,2012,314043885,1.69E+13,,1.69E+13,1.13E+13,,1.13E+13,1.62E+13,,1.62E+13,1.10E+13,,1.10E+13,0.955800104,1,1,1,N America,Northern America,Northern America,0
1,0,URY_2012,URY,Uruguay,2012,3378975,1.34E+12,,49133845148,9.00E+11,,32926779959,1.04E+12,,51264476757,6.98E+11,,34363921258,0.775461446,0.811321785,20.310575,25.03393276,S America,Latam & Carib,Latam & Carib,0
1,3,UZB_2012,UZB,Uzbekistan,2012,29449413,1.70E+14,,66061228663,9.47E+13,,36891672340,1.20E+14,,64003298614,6.93E+13,,36886048970,0.70878855,0.741565675,1878.684444,2533.402648,Asia,C Asia,Europe & C Asia,0
0,0,VUT_2012,VUT,Vanuatu,2012,249499,79240569529,,727049962.4,50067303913,,459378720.3,72415000000,,781702874.1,45294000000,,488938065,0.91386269,0.956123237,92.6375,96.88866082,Oceania,Oceania,SE Asia & Pacific,0
9,0,VEN_2012,VEN,Venezuela,2012,29360837,6.60E+12,,3.77E+11,7.93E+12,,4.53E+11,1.64E+12,,3.81E+11,9.69E+11,,2.26E+11,0.247915262,0.259379823,4.2893,16.53675272,S America,Latam & Carib,Latam & Carib,0
1,0,VNM_2012,VNM,Viet Nam,2012,89801926,3.52E+15,,1.62E+11,2.34E+15,,1.08E+11,3.25E+15,,1.56E+11,2.09E+15,,1.01E+11,0.922592464,0.965256709,20828,21577.67959,Asia,SE Asia,SE Asia & Pacific,0
9,2,YEM_2012,YEM,Yemen,2012,24473178,8.90E+12,,41399380337,8.90E+12,,29570405164,6.88E+12,,32074768400,5.34E+12,,24897923064,0.772820545,0.808558757,214.3508333,265.1023582,Asia,W Asia,MENA,0
1,0,ZMB_2012,ZMB,Zambia,2012,14465150,1.59E+11,,18425885195,86056457864,,9969058069,1.28E+11,,24848207057,69198440000,,13443762042,0.804105149,0.841290083,5.147252665,6.118285204,Africa,Africa,SSA,0
9,0,ZWE_2012,ZWE,Zimbabwe,2012,13115150,18784904660,,18784904660,15587806947,,15587806947,17114849880,,17114849880,16083353864,,16083353864,0.911095914,0.953228515,1,1.049066393,Africa,Africa,SSA,0
1,0,AFG_2013,AFG,Afghanistan,2013,32269589,1.13E+12,,18416377364,8.95E+11,,14636896994,1.09E+12,,19621802455,8.64E+11,,15596680213,0.964979345,0.992191469,55.3775,55.81332003,Asia,S Asia,S Asia,0
0,0,ALB_2013,ALB,Albania,2013,2903790,1.38E+12,,10945534087,1.11E+12,,8832857888,1.35E+12,,12776280738,1.08E+12,,10224780250,0.979215385,1.006828961,105.6686734,104.9519605,Europe,S Europe,Europe & C Asia,0
1,0,DZA_2013,DZA,Algeria,2013,38140133,1.55E+13,,1.54E+11,6.32E+12,,62752713271,1.66E+13,,2.10E+11,5.77E+12,,72696219150,1.072235263,1.102471971,79.3684,71.99130868,Africa,Africa,MENA,0
0,0,AND_2013,AND,Andorra,2013,80774,2418387746,,2682153507,1426238881,,1581794161,2404538328,,3192603086,1418071216,,1882830682,0.994273285,1.022311489,0.753159182,0.736721821,Europe,S Europe,Europe & C Asia,0
1,0,AGO_2013,AGO,Angola,2013,26015781,1.32E+13,,1.10E+11,6.34E+12,,52828617299,1.32E+13,,1.37E+11,4.96E+12,,51338452328,1.000829232,1.029052312,96.51827948,93.7933654,Africa,Africa,SSA,0
0,0,AIA_2013,AIA,Anguilla,2013,13954,823497476.7,,304999065.4,652642810.6,,241719559.5,760865073,,281801878.9,603005030,,223335196.3,0.923943418,0.949998341,2.7,2.842110226,N America,Latam & Carib,Latam & Carib,0
0,0,ATG_2013,ATG,Antigua and Barbuda,2013,91516,3348980834,,1240363272,3509939310,,1299977522,3189910000,,1181448148,2397370000,,887914814.8,0.952501719,0.979361978,2.7,2.7568969,N America,Latam & Carib,Latam & Carib,0
1,0,ARG_2013,ARG,Argentina,2013,42196030,5.95E+12,,6.44E+11,3.96E+12,,4.29E+11,3.35E+12,,6.13E+11,2.21E+12,,4.05E+11,0.56315764,0.579038515,5.459352665,9.428306628,S America,Latam & Carib,Latam & Carib,0
0,3,ARM_2013,ARM,Armenia,2013,2897588,4.71E+12,,9863345900,4.22E+12,,8839803482,4.56E+12,,11121464430,3.97E+12,,9694641040,0.966431987,0.993685075,409.6257493,412.228944,Asia,W Asia,Europe & C Asia,0
0,0,ABW_2013,ABW,Aruba,2013,103159,4929602766,,2753968026,3373048343,,1884384549,4836150000,,2701759777,3234870000,,1807189944,0.981042536,1.008707637,1.79,1.77454788,N America,Latam & Carib,Latam & Carib,0
1,0,AUS_2013,AUS,Australia,2013,23254913,1.58E+12,,1.19E+12,9.20E+11,,6.91E+11,1.60E+12,,1.54E+12,8.95E+11,,8.64E+11,1.010915155,1.039422655,1.035843097,0.996556205,Oceania,Oceania,SE Asia & Pacific,0
1,0,AUT_2013,AUT,Austria,2013,8556189,3.39E+11,,3.76E+11,1.80E+11,,2.00E+11,3.24E+11,,4.30E+11,1.74E+11,,2.31E+11,0.956692918,0.983671368,0.753159182,0.765661385,Europe,W Europe,Europe & C Asia,1
1,3,AZE_2013,AZE,Azerbaijan,2013,9385468,52350631055,,51095529734,25774852551,,25156902952,58182000000,,74160553009,24380000000,,31075492117,1.111390614,1.142731492,0.784541075,0.686548923,Asia,W Asia,Europe & C Asia,0
0,0,BHS_2013,BHS,Bahamas,2013,367169,11562059414,,11562059414,6989834114,,6989834114,10568400000,,10568400000,6708200000,,6708200000,0.914058614,0.939834789,1,1.064016795,N America,Latam & Carib,Latam & Carib,0
0,0,BHR_2013,BHR,Bahrain,2013,1315028,10903243641,,28997988406,5213670114,,13866143921,12234873619,,32539557497,4988200000,,13266489362,1.122131544,1.153775312,0.376,0.325886675,Asia,W Asia,MENA,0
1,0,BGD_2013,BGD,Bangladesh,2013,152761418,1.34E+13,,1.72E+11,9.98E+12,,1.28E+11,1.20E+13,,1.54E+11,8.73E+12,,1.12E+11,0.893859083,0.919065637,78.103235,84.98112849,Asia,S Asia,S Asia,0
0,0,BRB_2013,BRB,Barbados,2013,284296,9216456218,,4608228109,7278473273,,3639236636,9354500000,,4677250000,7096800000,,3548400000,1.014977968,1.043600038,2,1.916443012,N America,Latam & Carib,Latam & Carib,0
1,3,BLR_2013,BLR,Belarus,2013,9423506,91884878059,,57694929907,46695940219,,29320591753,67068847100,,75527534437,34377048700,,38712663805,0.729922578,0.750506173,0.88800525,1.183208456,Europe,E Europe,Europe & C Asia,0
1,0,BEL_2013,BEL,Belgium,2013,11154009,4.02E+11,,4.46E+11,2.09E+11,,2.32E+11,3.93E+11,,5.22E+11,2.06E+11,,2.74E+11,0.9771846,1.004740909,0.753159182,0.749605371,Europe,W Europe,Europe & C Asia,1
0,0,BLZ_2013,BLZ,Belize,2013,345715,3234431483,,1617215742,2317111197,,1158555599,3158827031,,1579413516,2273405000,,1136702500,0.976625119,1.00416565,2,1.991703261,N America,Latam & Carib,Latam & Carib,0
1,0,BEN_2013,BEN,Benin,2013,10004591,5.27E+12,,8905114271,4.10E+12,,6932792931,5.38E+12,,10888941592,3.99E+12,,8075743569,1.02102549,1.049818099,494.0400374,470.595847,Africa,Africa,SSA,0
0,0,BMU_2013,BMU,Bermuda,2013,64386,6857116814,,6857116814,3231670763,,3231670763,6465755981,,6465755981,3115143644,,3115143644,0.942926328,0.969516564,1,1.031441893,N America,Northern America,Northern America,0
0,0,BTN_2013,BTN,Bhutan,2013,710237,1.16E+11,,1806651564,59332736880,,924878230.5,1.05E+11,,1798331398,53362804495,,910661545.9,0.909216166,0.934855785,58.59784542,62.6811604,Asia,S Asia,S Asia,0
1,0,BOL_2013,BOL,Bolivia,2013,10542377,2.06E+11,,29842021040,1.41E+11,,20359194037,2.12E+11,,30659338880,1.28E+11,,18452846550,1.027388153,1.056360187,6.91,6.541329451,S America,Latam & Carib,Latam & Carib,0
0,3,BIH_2013,BIH,Bosnia and Herzegovina,2013,3542606,27416016510,,15546439677,22533449828,,12777746845,26778754185,,18179104674,22738542146,,15436354319,0.976755838,1.004300056,1.473051323,1.46674424,Europe,S Europe,Europe & C Asia,0
0,0,BWA_2013,BWA,Botswana,2013,2062548,1.43E+11,,14085212577,72439952055,,7151736104,1.25E+11,,14901698534,65109490000,,7752137232,0.87726042,0.901998897,8.398908333,9.311439693,Africa,Africa,SSA,0
1,0,BRA_2013,BRA,Brazil,2013,201035912,6.19E+12,,1.86E+12,3.94E+12,,1.18E+12,5.33E+12,,2.47E+12,3.29E+12,,1.53E+12,0.862020064,0.886328768,2.156089151,2.432606533,S America,Latam & Carib,Latam & Carib,0
0,0,VGB_2013,VGB,British Virgin Islands,2013,28847,1146157655,,1146157655,397350492.9,,397350492.9,1032787659,,1032787659,358047328,,358047328,0.901086909,0.926497286,1,1.079333976,N America,Latam & Carib,Latam & Carib,0
0,0,BRN_2013,BRN,Brunei Darussalam,2013,404421,18307163142,,13315163826,3472885744,,2525898866,22638782901,,18094152875,3455272845,,2761642945,1.236607918,1.271479886,1.25116567,0.984023172,Asia,SE Asia,SE Asia & Pacific,0
1,0,BGR_2013,BGR,Bulgaria,2013,7290088,84308333739,,47783004839,51747694694,,29328777314,81919400000,,55592598457,50955500000,,34579704572,0.971664323,0.999064961,1.473566667,1.474945798,Europe,E Europe,Europe & C Asia,1
1,0,BFA_2013,BFA,Burkina Faso,2013,17072785,6.45E+12,,10905232887,4.76E+12,,8048322324,6.64E+12,,13440479418,4.75E+12,,9612144037,1.029129977,1.058151129,494.0400374,466.8898646,Africa,Africa,SSA,0
1,0,BDI_2013,BDI,Burundi,2013,9540291,4.26E+12,,2707350874,3.93E+12,,2502307614,3.81E+12,,2451625280,3.54E+12,,2276703665,0.895861462,0.921124483,1555.090833,1688.252633,Africa,Africa,SSA,0
0,0,CPV_2013,CPV,Cabo Verde,2013,511748,1.56E+11,,1570643259,99122703814,,996950193.2,1.54E+11,,1850952140,1.00E+11,,1208054876,0.98437847,1.012137643,83.05086298,82.05490974,Africa,Africa,SSA,0
1,0,KHM_2013,KHM,Cambodia,2013,15026332,6.41E+13,,15749669959,5.10E+13,,12525414478,6.15E+13,,15268706934,4.82E+13,,11974888572,0.959809708,0.98687605,4027.25,4080.806296,Asia,SE Asia,SE Asia & Pacific,0
1,0,CMR_2013,CMR,Cameroon,2013,22077294,1.63E+13,,27626521374,1.17E+13,,19701116093,1.60E+13,,32348147495,1.10E+13,,22350212863,0.97771803,1.005289381,494.0400374,491.4406206,Africa,Africa,SSA,0
1,0,CAN_2013,CAN,Canada,2013,35296528,1.92E+12,,1.50E+12,1.10E+12,,8.57E+11,1.90E+12,,1.85E+12,1.06E+12,,1.03E+12,0.989600408,1.017506839,1.02979657,1.012078279,N America,Northern America,Northern America,0
0,0,CYM_2013,CYM,Cayman Islands,2013,59932,3716702200,,4532563659,2017363305,,2460199152,3671482013,,4477417089,1978737968,,2413095083,0.98783325,1.015689847,0.82,0.807333067,N America,Latam & Carib,Latam & Carib,0
0,0,CAF_2013,CAF,Central African Republic,2013,4447944,9.60E+11,,1622788004,7.92E+11,,1337886915,8.35E+11,,1691064342,6.98E+11,,1413371320,0.870139245,0.894676907,494.0400374,552.1993847,Africa,Africa,SSA,0
1,0,TCD_2013,TCD,Chad,2013,13220433,6.37E+12,,10767194631,5.08E+12,,8584831079,6.82E+12,,13807443695,4.19E+12,,8481759943,1.070782169,1.1009779,494.0400374,448.7283872,Africa,Africa,SSA,0
1,0,CHL_2013,CHL,Chile,2013,17571507,1.53E+14,,2.34E+11,9.65E+13,,1.48E+11,1.38E+14,,2.78E+11,8.64E+13,,1.74E+11,0.899665196,0.925035481,495.2728776,535.409601,S America,Latam & Carib,Latam & Carib,0
1,0,CHN_2013,CHN,China,2013,1391883330,5.99E+13,,9.62E+12,2.24E+13,,3.60E+12,5.93E+13,,9.57E+12,2.12E+13,,3.43E+12,0.989823704,1.017736432,6.195758346,6.087782803,Asia,E Asia,E Asia,0
1,0,COL_2013,COL,Colombia,2013,46495493,7.48E+14,,2.73E+11,5.13E+14,,1.87E+11,7.14E+14,,3.82E+11,4.68E+14,,2.50E+11,0.954747647,0.98167124,1868.785327,1903.677373,S America,Latam & Carib,Latam & Carib,0
0,0,COM_2013,COM,Comoros,2013,741505,4.04E+11,,911279557.8,3.84E+11,,866272934.6,4.13E+11,,1115905293,3.99E+11,,1077604350,1.022869387,1.051713993,370.5302164,352.3108174,Africa,Africa,SSA,0
